transaction_id,card_id,merchant_name,amount,location,timestamp,transaction_type,related_transaction_id,status
202,63,Frazier-Garcia,1407.44,"PSC 2921, Box 0183, APO AA 81965",2025-04-02T20:25:52,purchase,,declined
203,21,Baker PLC,-26.87,"9545 Reynolds Stravenue Suite 833, East Briannaburgh, CA 65106",2025-04-02T20:28:22,refund,,pending
204,19,"Taylor, Holt and Burgess",2428.81,"99298 Ruiz Drive Suite 740, Blacktown, IA 75615",2025-04-02T20:29:42,wire_transfer,,declined
205,57,Parker LLC,1764.14,"468 Joanne Plains, Lake Matthew, HI 50757",2025-04-02T20:34:49,purchase,,declined
206,9,Chambers Group,141.0,"911 Hunt Falls Suite 238, North Russellbury, FM 28753",2025-04-02T20:40:45,atm_withdrawal,,declined
207,60,"Rodriguez, Garcia and Dickerson",493.8,"USCGC Owens, FPO AA 13576",2025-04-02T21:13:52,atm_withdrawal,,declined
208,15,Diaz LLC,132.67,"232 Macias Haven, South Jessica, GA 76072",2025-04-02T21:41:36,atm_withdrawal,,declined
209,29,"Rivas, Beard and Rios",225.26,"5353 Doyle Squares, East Kimberly, KS 22357",2025-04-02T22:18:28,atm_withdrawal,,pending
210,36,Glenn-Soto,1822.27,"6374 Walker Forks, Wilsonbury, MH 44511",2025-04-02T23:21:51,p2p_transfer,,declined
211,42,"Drake, Hunt and Sullivan",4592.75,"1210 Marc Turnpike Apt. 447, Hodgeberg, IA 76075",2025-04-02T23:23:26,p2p_transfer,,declined
212,15,"Sheppard, Bryant and Christensen",-345.3,"6645 Roberts Island Suite 422, East Connieburgh, MS 74426",2025-04-02T23:39:26,cancellation,194,pending
213,56,Diaz Ltd,1068.51,"4615 Heather Place, Wilsonmouth, FL 93450",2025-04-02T23:46:50,purchase,,declined
214,47,Holland-Stewart,3263.13,"61314 Holt Squares, West Jamesborough, SD 45215",2025-04-02T23:51:18,wire_transfer,,pending
215,12,Stevens Ltd,1513.05,"12116 John Turnpike, Paulbury, MD 58139",2025-04-03T01:03:19,wire_transfer,,declined
216,21,"Thompson, Brown and Todd",467.85,"84744 Weaver Groves Apt. 499, Kevinburgh, IL 43770",2025-04-03T01:05:09,atm_withdrawal,,pending
217,46,Valencia-Henderson,3460.12,"68549 Ross Ways, Lake Jamestown, MS 35044",2025-04-03T01:15:13,wire_transfer,,declined
218,52,Wallace-Glenn,352.16,"674 Kimberly Springs Apt. 671, Saramouth, RI 13432",2025-04-03T01:18:05,atm_withdrawal,,declined
219,16,Morrison Group,1191.97,"146 Elizabeth Rue Suite 006, Lisatown, OR 47142",2025-04-03T01:18:16,purchase,,declined
220,8,"Baker, Dunn and Smith",4201.68,"254 Chavez Turnpike, Amymouth, ME 36717",2025-04-03T01:30:10,p2p_transfer,,declined
221,48,Evans-Taylor,114.74,"19101 Robert Loop Apt. 912, Gallowayburgh, MH 64240",2025-04-03T01:43:00,atm_withdrawal,,declined
222,2,Carter-Baker,35.1,"99543 Patel Plaza, South Carlabury, CA 88470",2025-04-03T01:55:51,purchase,,declined
223,14,George-Floyd,1978.21,"07423 Nicole Brook Suite 541, Williamsside, GA 22507",2025-04-03T02:04:14,purchase,,declined
224,66,"Williams, Webb and Williams",4889.18,"2698 Terry Fort Suite 168, Donaldview, IA 23056",2025-04-03T02:15:41,p2p_transfer,,pending
225,12,Brown and Sons,215.62,"4313 Callahan Green Apt. 883, Cruzchester, MA 03012",2025-04-03T02:40:13,bill_payment,,declined
226,47,Whitaker-Hill,322.06,"USNS Hudson, FPO AP 82970",2025-04-03T03:35:22,bill_payment,,declined
227,51,Powers LLC,429.05,"007 Susan Mountains Apt. 805, West Carolside, PW 59148",2025-04-03T03:37:22,atm_withdrawal,,declined
228,6,Winters-Solis,3660.45,"32219 Elliott Gardens Apt. 345, Allenmouth, MD 06914",2025-04-03T03:42:35,wire_transfer,,declined
229,16,"Patterson, King and Woods",4939.9,"6273 Amy Wells, Lake Kennethberg, WV 20797",2025-04-03T03:45:41,wire_transfer,,declined
230,47,Martin Group,2664.4,"504 Kevin Stravenue, Rodriguezhaven, MA 39231",2025-04-03T04:10:43,p2p_transfer,,declined
231,18,Hernandez PLC,184.43,"84834 Allison Ridges, Lake Markbury, MI 72944",2025-04-03T04:32:21,atm_withdrawal,,declined
232,69,Jones PLC,3046.01,"55604 Benjamin Corner, West Denisemouth, WI 30780",2025-04-03T04:34:11,p2p_transfer,,declined
233,35,Carter-Savage,446.42,"631 Martinez Hollow Suite 688, Millsview, ND 79389",2025-04-03T04:35:05,purchase,,declined
234,52,Smith-Henderson,319.4,"5765 Denise Well Apt. 108, Susanside, NV 13308",2025-04-03T04:40:56,bill_payment,,declined
235,72,"Evans, Schneider and Obrien",3793.97,"0761 Jill Spring, Port Christinetown, SC 79321",2025-04-03T04:44:27,p2p_transfer,,declined
236,9,Wilson LLC,2956.96,"55826 Julie Pike Suite 585, East Tammymouth, AK 54692",2025-04-03T04:44:35,wire_transfer,,declined
237,31,"Vance, Fields and Harrison",-121.77,"329 Massey Prairie Apt. 085, West Leslie, NJ 19513",2025-04-03T04:50:46,refund,,pending
238,2,Schroeder-Ellis,722.66,"0187 Williams Ramp, Lake Michaelfort, HI 82841",2025-04-03T04:50:48,wire_transfer,,declined
239,39,"Harris, Goodwin and Fisher",379.32,"9228 Robert Port Apt. 830, Zimmermanberg, CT 19156",2025-04-03T05:09:23,purchase,,declined
240,17,"Hernandez, Carlson and Ruiz",-112.82,"398 Barnes Lights, Caseyfurt, DE 36148",2025-04-03T05:49:26,refund,,pending
241,71,Ibarra-Johnson,182.69,"USS Hamilton, FPO AP 70640",2025-04-03T05:57:45,atm_withdrawal,,declined
242,26,Lee-Roberts,911.21,"7737 Carter Groves, East Casey, CT 59694",2025-04-03T06:08:01,bill_payment,,pending
243,43,"Potts, Smith and Rose",292.91,"4194 Jamie Ramp, Matthewmouth, MN 83231",2025-04-03T06:10:16,bill_payment,,declined
244,66,Johnson-Williams,3179.0,"36107 Stewart Mall, Leeton, MS 27007",2025-04-03T06:20:24,wire_transfer,,pending
245,24,Ortiz-Mitchell,911.3,"95919 Campbell Passage, North Andrewmouth, VI 49535",2025-04-03T06:21:46,bill_payment,,declined
246,61,Day Ltd,3199.43,"87463 Sarah Rapids, Port Sara, SD 87582",2025-04-03T06:29:54,wire_transfer,,pending
247,40,"Estrada, Hill and Robinson",226.33,"7759 Christensen Cliffs, Angelamouth, IL 11603",2025-04-03T06:42:39,atm_withdrawal,,declined
248,25,"Jackson, Duffy and Taylor",1825.25,"33066 Allison Mission, Nealton, MD 26384",2025-04-03T07:02:58,p2p_transfer,,declined
249,10,Williams Inc,1469.09,"56105 Clark Meadow, Thomasville, IL 86941",2025-04-03T07:15:37,p2p_transfer,,declined
250,53,"Cortez, Young and Cox",-307.75,"87206 Ivan Pass, Port Bianca, FM 05315",2025-04-03T07:19:52,refund,,pending
251,33,Williams-Odonnell,2003.48,"7832 Cuevas Path, Gonzalezborough, MP 79791",2025-04-03T07:27:17,p2p_transfer,,declined
252,59,"Wagner, Yates and Gibson",-143.75,"78835 Michael Mall Apt. 078, West Guyfurt, SD 86695",2025-04-03T07:32:04,refund,,pending
253,6,"Morgan, Bruce and Roberts",190.31,"07230 Veronica Ridge, Ronaldside, GA 51389",2025-04-03T07:35:12,bill_payment,,declined
254,41,"Moore, Singh and Johnson",-283.7,"576 Wolf Gateway, Wilsonview, DE 16352",2025-04-03T07:42:30,refund,,pending
255,70,Lawrence-Ortiz,2338.03,"5628 Watson Club, East Lisaland, MA 55112",2025-04-03T07:48:14,wire_transfer,,declined
256,67,Avila Group,4539.15,"01883 William Ville, Port Jason, TX 33026",2025-04-03T07:55:09,p2p_transfer,,declined
257,28,Russell PLC,2099.9,"552 Rachel Isle Apt. 636, West John, FM 72362",2025-04-03T08:19:33,wire_transfer,,declined
258,57,Ellison-Patel,1367.68,"86317 Tony Crossing Suite 170, Port Stevenmouth, MD 49984",2025-04-03T08:22:54,p2p_transfer,,declined
259,40,Pittman-Coleman,517.51,"PSC 8474, Box 5185, APO AA 17134",2025-04-03T08:23:32,purchase,,declined
260,38,Cordova-Carroll,1443.26,"1229 Hamilton Alley Suite 657, North Williamfurt, WA 87652",2025-04-03T08:52:51,purchase,,pending
261,44,Adams PLC,205.2,"812 Jonathan Points Apt. 220, Davidport, NV 28644",2025-04-03T08:55:03,bill_payment,,pending
262,19,"Burns, Bradley and Hernandez",1648.98,"470 Samantha Mews, New Meganville, MO 74915",2025-04-03T08:58:32,purchase,,declined
263,43,Valdez Group,-412.54,"USNS Parker, FPO AE 83924",2025-04-03T09:01:38,refund,,pending
264,8,Aguilar Ltd,-210.0,"24878 Claudia Canyon Suite 117, Michaelmouth, MH 01608",2025-04-03T09:46:00,refund,,pending
265,41,Thompson Inc,1595.15,"336 John Parkways, Brownberg, DE 79082",2025-04-03T09:56:14,p2p_transfer,,pending
266,68,Tyler-Bradley,-475.04,"87417 Palmer Manor Suite 695, Port Nathanbury, MI 76863",2025-04-03T10:05:43,refund,,pending
267,8,Stewart Inc,2058.48,"9321 Rice Brooks Apt. 294, Perkinschester, NY 06318",2025-04-03T10:48:09,p2p_transfer,,declined
268,40,Blake-Schultz,3477.79,"859 Nancy Burg Apt. 521, New Lauren, WV 90918",2025-04-03T10:55:38,p2p_transfer,,declined
269,42,"Williams, Burns and Carroll",174.55,"USNS Scott, FPO AA 15666",2025-04-03T11:16:50,bill_payment,,declined
270,35,Sanchez-Reynolds,802.48,"8974 Rebecca Glen Apt. 252, Jessicachester, SC 03829",2025-04-03T11:24:10,bill_payment,,declined
271,41,"Pittman, Carlson and Sanchez",948.95,"4822 Rose Skyway, West Charles, IL 82896",2025-04-03T11:52:47,bill_payment,,declined
272,30,Hopkins PLC,-317.77,"20074 Smith Cove, Singhmouth, AR 81386",2025-04-03T12:06:39,refund,,pending
273,50,Jackson-Smith,732.9,"24741 Hale Crest, Carneyland, LA 55768",2025-04-03T12:12:47,wire_transfer,,declined
274,56,Wilson-Nelson,3209.71,"9897 Anderson Rest Apt. 648, Walkerstad, WI 82245",2025-04-03T12:34:33,p2p_transfer,,declined
275,24,Dawson-Davis,539.96,"309 Barnett Terrace, Brownberg, AS 54095",2025-04-03T12:40:48,purchase,,pending
276,17,Jones-Hale,2370.86,"65343 Flores Crossing, Webbmouth, WA 78036",2025-04-03T12:40:56,wire_transfer,,declined
277,52,Tran-Rivera,220.22,"Unit 2670 Box 1963, DPO AP 07443",2025-04-03T12:41:21,atm_withdrawal,,declined
278,6,Moore Inc,901.03,"USNV Gomez, FPO AE 55876",2025-04-03T13:03:11,bill_payment,,declined
279,65,Schmitt-Blair,-128.77,"0097 Stephen Fort, Raymondberg, WV 04330",2025-04-03T13:08:33,refund,,pending
280,47,"Mercer, Horne and Banks",68.72,"93175 Edward Fall Suite 806, Hendersonside, OK 42476",2025-04-03T13:12:05,bill_payment,,pending
281,9,"Patterson, Nicholson and Garcia",1460.99,"904 Luis Knolls, East Olivia, VI 10655",2025-04-03T13:15:17,p2p_transfer,,declined
282,30,Williams Inc,521.66,"046 Diana Skyway, Port Debra, FL 44536",2025-04-03T14:07:21,bill_payment,,declined
283,54,Alexander-Nguyen,475.96,"PSC 4060, Box 7898, APO AA 49947",2025-04-03T14:51:26,bill_payment,,declined
284,31,"Norris, Gentry and Newman",1655.33,"601 Butler Haven Apt. 507, Port Richardview, ME 01513",2025-04-03T15:35:48,wire_transfer,,declined
285,28,"Watson, Wright and Henson",3317.68,"653 Price Garden, Jamesport, VI 05270",2025-04-03T15:49:45,p2p_transfer,,declined
286,10,"Edwards, Henry and Blankenship",100.36,"6335 Schroeder Fords, Port Teresabury, MH 11027",2025-04-03T15:50:19,bill_payment,,declined
287,24,Fields-Carlson,1076.23,"517 Timothy Circle, Kennethside, WI 31639",2025-04-03T15:56:45,purchase,,declined
288,55,George Group,979.96,"2938 Gray Underpass, Wheelershire, MN 82251",2025-04-03T16:01:59,purchase,,declined
289,1,Morton-Ramirez,3810.76,"7435 Miller Spring Suite 794, New Mark, VA 13564",2025-04-03T16:24:48,wire_transfer,,declined
290,9,Collins Ltd,-263.32,"PSC 1728, Box 5777, APO AP 29061",2025-04-03T16:31:42,refund,,pending
291,27,Davis-Kim,-181.35,"Unit 1686 Box 6704, DPO AA 15630",2025-04-03T17:07:52,refund,,pending
292,48,Gibson LLC,4223.77,"074 Amanda Junction Apt. 749, Frankmouth, OH 70702",2025-04-03T17:23:24,wire_transfer,,declined
293,18,Garcia-Stephens,-38.18,"478 Holland Lights Suite 957, Briannafurt, RI 48083",2025-04-03T17:27:08,refund,,pending
294,3,Perez-Harris,3823.81,"5715 Nelson Mountains, Port Jenna, OK 86462",2025-04-03T17:39:35,wire_transfer,,declined
295,67,Gibson Inc,297.79,"97638 Stephen Roads, Farleyshire, CO 56337",2025-04-03T17:57:23,atm_withdrawal,,declined
296,29,"Quinn, Brown and Crane",3149.29,"49681 Cristina Road, Hardyborough, WY 81415",2025-04-03T18:13:02,wire_transfer,,declined
297,4,Guzman and Sons,752.07,"804 Stacy Manors, Penabury, TN 88170",2025-04-03T18:51:12,bill_payment,,declined
298,4,"Wells, Williams and Henderson",75.61,"USS Ross, FPO AA 90068",2025-04-03T19:43:56,atm_withdrawal,,declined
299,30,Smith Inc,1554.94,"44361 Richard Circle Apt. 015, Bonnieside, SD 22390",2025-04-03T19:50:26,purchase,,pending
300,64,Hernandez-Davis,2910.95,"89812 Camacho Ferry, Sandersberg, ID 63239",2025-04-03T19:55:58,wire_transfer,,declined
301,2,Newton Group,53.78,"3298 James Mall, Christinaville, DE 70861",2025-04-03T20:13:30,atm_withdrawal,,declined
302,8,Gentry-Moore,1299.65,"211 Bailey Centers, East Veronicamouth, GA 96261",2025-04-03T20:14:55,p2p_transfer,,declined
303,36,Simmons and Sons,524.06,"PSC 0382, Box 8924, APO AP 01368",2025-04-03T20:31:50,purchase,,declined
304,40,Moore-Williams,439.48,"74495 Dunn Street Suite 765, Brianland, PR 29997",2025-04-03T20:37:01,atm_withdrawal,,declined
305,46,Barnett and Sons,426.86,"03380 Bennett Summit Suite 717, Nelsonside, WY 83162",2025-04-03T20:42:35,bill_payment,,declined
306,46,Ochoa-Weiss,243.3,"0157 Kayla Lane, Lake Robinfort, IN 30410",2025-04-03T21:14:06,purchase,,declined
307,18,"Lowe, Payne and Smith",428.33,"42195 Catherine Expressway Apt. 964, North Bonniechester, ND 90992",2025-04-03T21:17:35,atm_withdrawal,,declined
308,33,"Cummings, Hall and Montgomery",359.47,"4351 Diane Drive, Port Tammyview, GU 20867",2025-04-03T21:29:06,wire_transfer,,declined
309,60,Nolan-Burch,4058.61,"675 Anderson Groves Apt. 417, North Jefferyhaven, MP 47606",2025-04-03T21:53:03,p2p_transfer,,declined
310,4,Turner-Henry,-371.23,"7086 Angela Motorway, Bautistaside, DC 54654",2025-04-03T21:59:54,refund,,pending
311,15,Gross-Chavez,1983.76,"23888 Steven Prairie Apt. 946, Port Janiceview, TN 03386",2025-04-03T22:03:18,purchase,,declined
312,69,Powell-Frazier,941.93,"3278 Mary Ports, Pruittfurt, KS 67111",2025-04-03T22:18:15,purchase,,declined
313,70,Sloan-Holland,1678.48,"62244 Jennifer Cliff Apt. 525, North Josephland, NJ 71018",2025-04-03T22:37:37,p2p_transfer,,declined
314,50,Dunlap LLC,4570.55,"1406 Malone Port, Port Anthony, MN 71561",2025-04-03T22:53:21,wire_transfer,,pending
315,68,Smith Ltd,305.38,"45072 Mejia Roads Apt. 592, Nicholsonfort, WA 51843",2025-04-03T23:14:12,bill_payment,,declined
316,67,Phillips Inc,-7.31,"45637 Emily Stravenue, Brownbury, AZ 02249",2025-04-03T23:29:16,refund,,pending
317,67,Wong LLC,2628.69,"193 Chandler Oval Apt. 030, New Alyssa, DE 71407",2025-04-03T23:38:12,p2p_transfer,,declined
318,31,"Gilbert, Davidson and Stanley",1405.19,"01151 Kimberly Squares, Millerberg, PR 58762",2025-04-03T23:40:46,p2p_transfer,,declined
319,50,"Mitchell, Lopez and Johnson",3088.23,"87851 Elizabeth Tunnel, Lake Lisa, DC 95264",2025-04-03T23:53:34,p2p_transfer,,declined
320,32,Owen Group,4557.07,"5466 Lara Ports, North Russellmouth, CA 01390",2025-04-04T01:12:09,wire_transfer,,declined
321,12,Bradshaw LLC,894.35,"9858 Mcbride Falls Suite 703, Jessicachester, ME 92670",2025-04-04T01:26:30,p2p_transfer,,pending
322,10,Simpson Ltd,413.76,"USS Hanson, FPO AA 33531",2025-04-04T01:34:31,p2p_transfer,,declined
323,21,Peterson-Jones,-470.86,"03567 Kimberly Mills Suite 909, Whitneyfort, WV 65303",2025-04-04T01:52:17,refund,,pending
324,49,Medina-Todd,1725.53,"42431 Jeremy Spur Apt. 216, Martinezshire, WV 56792",2025-04-04T01:56:03,p2p_transfer,,declined
325,24,Johnson Inc,-411.39,"86151 Pham Circles Apt. 377, Batesshire, MH 58068",2025-04-04T01:57:01,refund,,pending
326,9,Hanson-Burgess,234.14,"PSC 4041, Box 8133, APO AE 57712",2025-04-04T02:02:14,purchase,,declined
327,37,Nichols-White,-177.26,"4581 Rebecca Land, Hardinbury, FL 72725",2025-04-04T02:06:13,refund,,pending
328,69,Fox Ltd,86.11,"95382 Gomez Plaza Suite 237, West Holly, AZ 95863",2025-04-04T02:28:01,atm_withdrawal,,declined
329,18,Foster-Page,520.82,"332 Gregory Island Apt. 226, Hayesborough, NM 40690",2025-04-04T02:36:58,purchase,,declined
330,54,Sparks PLC,954.77,"0208 Woodard Groves Suite 376, Fullermouth, VT 95387",2025-04-04T02:38:13,purchase,,declined
331,20,Torres-Hall,847.28,"275 Burke Landing Apt. 602, South Richardtown, LA 09082",2025-04-04T02:51:53,p2p_transfer,,declined
332,30,"Rojas, Powers and Jackson",1011.31,"3503 Johnson Glens, Clarkville, TX 97687",2025-04-04T02:55:07,wire_transfer,,declined
333,34,"Underwood, Nelson and Stevens",455.36,"33374 Amanda Mission, East Justinmouth, OH 72631",2025-04-04T03:03:26,atm_withdrawal,,declined
334,24,Bean LLC,959.79,"3677 Andrew Center, Gregorychester, OK 28466",2025-04-04T03:08:12,wire_transfer,,declined
335,11,Thompson-Elliott,510.78,"69529 Mark Mountain, Berryhaven, MA 00870",2025-04-04T03:31:56,p2p_transfer,,declined
336,26,Schmidt Inc,66.82,"5603 Justin Views, Sandraburgh, IN 89151",2025-04-04T03:34:53,atm_withdrawal,,declined
337,53,Austin LLC,878.58,"5090 John Park Suite 425, North Paul, RI 87306",2025-04-04T03:40:26,purchase,,declined
338,34,Gallagher and Sons,-374.5,"5629 Aaron Burgs, Port Amanda, AL 10861",2025-04-04T03:50:30,refund,,pending
339,42,Smith and Sons,119.5,"67529 Frye Ranch, New Josefort, LA 27554",2025-04-04T03:51:15,atm_withdrawal,,pending
340,56,Jackson-Mason,295.9,"13426 Julie Plains, Estesside, NY 65485",2025-04-04T03:57:45,atm_withdrawal,,declined
341,43,"Fleming, Noble and Stevens",1763.6,"USS Williams, FPO AE 56990",2025-04-04T03:58:29,wire_transfer,,declined
342,6,Martin-Hoover,244.82,"37737 Karen Drive Suite 534, East Lindaville, TX 22245",2025-04-04T04:02:05,atm_withdrawal,,declined
343,32,Brock and Sons,2424.56,"1117 Cummings Land, East Heatherland, MP 34712",2025-04-04T04:25:15,p2p_transfer,,declined
344,6,"Martin, Shelton and Li",3252.37,"994 Collins Valleys Suite 257, Barronfurt, DC 93134",2025-04-04T04:26:42,p2p_transfer,,declined
345,42,Ray LLC,3293.4,"07303 Crawford Oval, Port Jamesport, FL 89756",2025-04-04T04:34:09,p2p_transfer,,declined
346,4,Spencer Inc,1530.15,"5212 Green Prairie Apt. 557, North George, WV 24592",2025-04-04T04:57:15,p2p_transfer,,declined
347,58,Gordon Group,1949.7,"Unit 4079 Box 3643, DPO AP 04714",2025-04-04T05:15:29,purchase,,declined
348,30,Mendoza PLC,1203.82,"6272 Jeffrey Ford Suite 223, Samuelchester, TX 02638",2025-04-04T05:25:01,purchase,,declined
349,51,Vaughn and Sons,1070.79,"61132 Schultz Harbor Suite 435, North Deniseside, VA 03392",2025-04-04T05:44:18,purchase,,declined
350,72,"Rivers, Mercado and Owens",311.22,"3119 Lindsay Squares, Lake Tomfort, AL 04625",2025-04-04T05:55:09,atm_withdrawal,,declined
351,28,Simpson-Crawford,201.13,"08301 Martinez Dale, Hendersontown, KS 22771",2025-04-04T06:00:13,bill_payment,,pending
352,31,"Haas, Lopez and Valenzuela",881.44,"USS Lee, FPO AP 19064",2025-04-04T06:01:56,p2p_transfer,,declined
353,46,Jones PLC,2532.46,"4933 Ronald Mill Apt. 164, Wandamouth, GA 74101",2025-04-04T06:08:07,wire_transfer,,declined
354,5,Townsend-Garner,283.01,"502 Reyes Run, East Jamesfurt, MI 16355",2025-04-04T06:17:42,atm_withdrawal,,pending
355,12,"Hickman, Baker and Hoover",-106.61,"25399 Fleming Street Apt. 726, Zavalafort, LA 31074",2025-04-04T06:37:59,refund,,pending
356,22,Rodriguez Group,583.93,"370 Alexander Crossing Apt. 734, South Nicholas, CA 44310",2025-04-04T07:09:39,purchase,,pending
357,24,Callahan Inc,630.17,"3471 Nelson Path Apt. 873, Sheilaville, FM 65414",2025-04-04T07:34:34,bill_payment,,declined
358,71,"Martinez, Kelly and Martin",3187.71,"41468 Villanueva Ramp, Lake Loriborough, MT 01565",2025-04-04T07:37:04,wire_transfer,,declined
359,46,"Lewis, Ross and Richardson",700.64,"185 Karen Hills Apt. 343, Kyleland, AR 76341",2025-04-04T07:39:04,bill_payment,,declined
360,10,Archer-Johnson,330.77,"776 Gutierrez Wells, Yateschester, UT 80556",2025-04-04T07:42:55,atm_withdrawal,,declined
361,54,"Martin, Dean and Sweeney",225.79,"10321 Shepherd Centers, Lake Mike, UT 12726",2025-04-04T07:49:05,atm_withdrawal,,declined
362,72,Carrillo Inc,-294.22,"9045 Timothy Shoal Apt. 359, Curtisbury, ME 93821",2025-04-04T07:49:44,refund,,pending
363,12,Deleon and Sons,4292.22,"33210 Good Neck Apt. 359, New Rogerland, IL 26241",2025-04-04T08:01:39,p2p_transfer,,declined
364,6,"Decker, Jefferson and Davis",3475.35,"PSC 5651, Box 2244, APO AA 10022",2025-04-04T08:01:51,wire_transfer,,declined
365,40,Calhoun-Shepard,1578.31,"698 Franco Mission, Shepherdfurt, AS 48045",2025-04-04T08:05:20,purchase,,declined
366,70,Chapman Inc,314.01,"4502 Long Lake, Anthonyfurt, FM 52239",2025-04-04T08:08:20,purchase,,declined
367,62,Moreno-Clark,-495.39,"46660 Rebecca Pass Apt. 668, West Kathleen, GA 46281",2025-04-04T08:22:53,refund,,pending
368,44,"Schmidt, Harris and Mccoy",30.99,"0979 Diaz Causeway Apt. 148, North Micheleborough, NV 17852",2025-04-04T08:50:48,purchase,,declined
369,44,"Wallace, Shaw and Giles",-264.33,"527 Donna Terrace, Lewisstad, PA 51931",2025-04-04T09:07:10,refund,,pending
370,15,Jacobs Group,1719.91,"78858 Cheryl Points, Lake Ashleyport, AR 71903",2025-04-04T09:39:30,wire_transfer,,declined
371,49,Cruz-Nguyen,164.85,"85278 Craig Wells Suite 649, Port Christineport, ND 03330",2025-04-04T09:49:12,purchase,,declined
372,3,Clayton Ltd,3438.16,"PSC 0136, Box 7941, APO AA 17267",2025-04-04T09:53:07,p2p_transfer,,pending
373,11,White-Maxwell,2949.39,"763 Beth View Suite 627, North Hannahton, NY 54360",2025-04-04T09:54:11,p2p_transfer,,declined
374,56,Meyers and Sons,103.15,"29493 Chavez Green Apt. 305, Port Zachary, WY 69471",2025-04-04T10:19:22,atm_withdrawal,,declined
375,8,Donaldson Group,664.42,"6013 Sullivan Mountain Suite 236, Charleneland, NE 07866",2025-04-04T10:28:13,bill_payment,,declined
376,61,Howard and Sons,1336.98,"29445 Sarah Plaza, Nashhaven, TN 95890",2025-04-04T10:34:55,p2p_transfer,,declined
377,54,Ward-Sullivan,612.57,"3666 Cannon Drives Suite 930, New Christieville, GU 73174",2025-04-04T10:49:35,purchase,,declined
378,68,Williams-Rios,424.95,"5898 Daniel Glen, New Chadton, WI 13576",2025-04-04T10:59:28,atm_withdrawal,,declined
379,24,Brock PLC,1649.29,"PSC 2399, Box 3402, APO AA 97141",2025-04-04T11:17:50,purchase,,declined
380,27,"Kaufman, Todd and Russell",1112.82,"16772 Christine Station Apt. 637, Richardmouth, MO 98783",2025-04-04T11:31:11,purchase,,declined
381,22,"Ramirez, Parker and Castillo",42.71,"3839 Tyler Summit Apt. 452, North Rebecca, WY 04085",2025-04-04T11:35:34,purchase,,declined
382,64,Salazar and Sons,3893.72,"USS Long, FPO AP 56598",2025-04-04T11:44:43,wire_transfer,,pending
383,65,"Martinez, Rhodes and Vazquez",287.4,"412 Raven Corners, Sheilaborough, MI 16345",2025-04-04T11:51:39,atm_withdrawal,,declined
384,21,"Reynolds, Graham and Arias",-315.32,"566 Daniel Motorway, Bruceburgh, IA 63291",2025-04-04T11:52:31,refund,,pending
385,54,Martinez PLC,813.6,"5808 Christina Pines, Andreview, MO 59973",2025-04-04T12:13:22,wire_transfer,,declined
386,4,"Vargas, Brown and Turner",-84.44,"96253 Davies Skyway Suite 435, North Heather, CO 49575",2025-04-04T12:16:25,refund,,pending
387,25,"Hernandez, Middleton and Robertson",19.33,"211 Lisa Greens Apt. 464, Michelleburgh, NH 99934",2025-04-04T12:18:09,purchase,,declined
388,3,Williams Ltd,561.87,"8209 Rich Prairie, South Michelle, TN 50376",2025-04-04T12:32:49,purchase,,declined
389,63,Clark PLC,4418.39,"99288 Sara Estate Apt. 509, Port Christiefort, VI 94941",2025-04-04T12:59:43,p2p_transfer,,declined
390,69,"Phillips, Hoffman and Austin",1462.25,"373 Wheeler Lane, East Raymond, KS 22947",2025-04-04T13:16:47,purchase,,pending
391,56,Lamb-Palmer,395.55,"29189 Justin Ford Apt. 218, Sanchezfurt, NJ 84401",2025-04-04T13:29:45,purchase,,declined
392,27,Grant and Sons,-1112.82,"0904 Williams Summit, Robinsonside, AZ 27651",2025-04-04T13:31:11,cancellation,380,pending
393,34,Villanueva Ltd,3435.98,"Unit 8341 Box 7986, DPO AP 70788",2025-04-04T14:04:16,wire_transfer,,declined
394,47,Allen PLC,726.31,"432 Gray Springs Suite 573, East Henry, MA 57274",2025-04-04T14:12:21,purchase,,declined
395,5,Lowery-Moore,-160.58,"24978 Smith Union, Lake Angela, NV 29803",2025-04-04T14:27:54,refund,,pending
396,40,"Moore, Rasmussen and Fitzgerald",336.06,"578 Walters Gardens, North Ashley, AS 72934",2025-04-04T14:33:09,atm_withdrawal,,pending
397,27,"Martinez, Rocha and Green",211.31,"91275 Jeffery Knoll Suite 252, North Brian, FM 88932",2025-04-04T14:50:01,bill_payment,,declined
398,41,"Jackson, Jackson and Woods",481.96,"94944 Mary Parks, Davidburgh, SD 16705",2025-04-04T14:54:48,purchase,,declined
399,72,"Arnold, Stevens and Flores",978.43,"3655 Lorraine Parks, Smithburgh, WI 37140",2025-04-04T15:14:51,p2p_transfer,,declined
400,43,Tucker Group,3761.68,"7768 Andrea Ramp Suite 629, New Michellemouth, TX 79732",2025-04-04T15:25:50,wire_transfer,,declined
401,19,"Gates, Gray and Thompson",165.17,"839 Adams Port, Denisechester, MS 79385",2025-04-04T15:32:39,p2p_transfer,,declined
402,30,Cook Ltd,173.13,"517 Thomas Road, South Mark, OH 28809",2025-04-04T15:35:49,purchase,,pending
403,16,"Edwards, Bailey and Clay",1034.12,"593 Wanda Parkways, Bakerport, AL 98160",2025-04-04T15:37:24,purchase,,declined
404,4,Johnson Ltd,773.31,"Unit 0118 Box 2397, DPO AE 38997",2025-04-04T15:38:04,purchase,,declined
